,,,General Information,,,,,,,Current Academic Standing,,,GPA/Academic Performance from previous term:,,,Attendance Record,,,,Previous Academic Support Received,,,,,Academic Challenges,,,,,External/Personal Factors Affecting Performance,,
2201011777,"Bautista, Sean Garcia",BSBA-FM / 4th Year,CBAA,Kalilangan,sean.bautista1157@yahoo.com,Transferee,Grace B. Lopez,1,1,0,1,6,3rd - 2nd Semester,2.24,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2501007592,"Morales, Sophia Grace",BSEd-English / 1st Year,CTE,Cabanglasan,sophia.morales1377@yahoo.com,Hybrid,Nina V. Mendoza,0,1,0,0,3,1st - 1st Semester,1.63,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2302013539,"Morales, Miguel Santos",BSN / 2nd Year,CON,Main,miguel.morales1754@gmail.com,Hybrid,Aileen C. Domingo,1,1,0,1,7,2nd - 1st Semester,2.25,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2401008482,"Domingo, Kristine Garcia",BSMath / 1st Year,CAS,Dangcagan,kristine.domingo3638@buksu.edu.ph,Online,Mark T. Villanueva,0,1,0,1,7,1st - 1st Semester,2.1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2501007851,"Aquino, Angel Faith",BSEntrep / 3rd Year,CBAA,San Fernando,angel.aquino5599@buksu.edu.ph,Face to face,Grace B. Lopez,1,1,1,1,6,2nd - 2nd Semester,3.17,5,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
2302012434,"Mendoza, Vincent Reyes",BSA / 3rd Year,CBAA,Baungon,vincent.mendoza8956@gmail.com,Hybrid,Grace B. Lopez,1,1,1,1,6,2nd - 2nd Semester,2.94,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
2402014033,"Domingo, Rose Lopez",BSCrim / 2nd Year,CCJE,Kalilangan,rose.domingo9294@buksu.edu.ph,Transferee,Maria G. Ramos,1,1,1,1,6,1st - 2nd Semester,2.61,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2501014267,"Rivera, Jessa Kate",BSN / 2nd Year,CON,Kitaotao,jessa.rivera2061@buksu.edu.ph,Regular,Carla M. Reyes,1,1,1,1,10,2nd - 1st Semester,3.72,5,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0
2302012655,"Padilla, Anne Lyn",BSEd-Math / 2nd Year,CTE,Main,anne.padilla5092@buksu.edu.ph,Transferee,Nina V. Mendoza,1,1,1,1,3,2nd - 1st Semester,2.56,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
2201006281,"Pascual, Fatima Lyn",BEEd / 1st Year,CTE,Main,fatima.pascual6972@buksu.edu.ph,Face to face,John P. Navarro,1,1,0,0,4,1st - 1st Semester,2.49,2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
2201004606,"Salazar, Paul Santos",BSEd-English / 2nd Year,CTE,Kalilangan,paul.salazar9156@buksu.edu.ph,Transferee,John P. Navarro,0,0,0,0,5,1st - 2nd Semester,2.08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2302013585,"Flores, Fatima Louise",BSA / 4th Year,CBAA,Main,fatima.flores2096@buksu.edu.ph,Regular,Aileen C. Domingo,1,1,0,0,4,4th - 1st Semester,2.18,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2501013310,"Aguilar, Kaye Lopez",BSCS / 2nd Year,CITC,Impasug-ong,kaye.aguilar6524@gmail.com,Face to face,Richard B. Salazar,0,0,0,0,5,2nd - 1st Semester,1.87,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2402013443,"Rosales, Jerome Lopez",BSN / 2nd Year,CON,Main,jerome.rosales5007@buksu.edu.ph,Transferee,Patrick M. Rosales,1,1,1,1,5,2nd - 1st Semester,2.74,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
2402005590,"Aquino, Trisha Lopez",BSCrim / 3rd Year,CCJE,Baungon,trisha.aquino256@gmail.com,Regular,Grace B. Lopez,0,0,0,0,2,3rd - 1st Semester,1.62,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2402006764,"Reyes, Diana Faith",BSCS / 4th Year,CITC,Dangcagan,diana.reyes8855@gmail.com,Online,Richard B. Salazar,1,1,1,1,6,3rd - 2nd Semester,3.46,5,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
2401012944,"Domingo, Nathan Ramos",BSBio / 1st Year,CAS,Main,nathan.domingo1917@buksu.edu.ph,Face to face,Grace B. Lopez,0,1,0,1,6,1st - 1st Semester,2.43,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2301008510,"Natividad, Kevin Reyes",BSIT / 4th Year,CITC,Main,kevin.natividad9017@gmail.com,Face to face,Richard B. Salazar,0,1,0,0,4,4th - 1st Semester,2.25,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2402010902,"Santos, Kristine Grace",BSDAT-EMC / 4th Year,F,Main,kristine.santos6078@buksu.edu.ph,Face to face,Maria G. Ramos,1,1,0,0,3,4th - 1st Semester,2.17,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2202010878,"Castillo, Maria Reyes",BSEd-Math / 3rd Year,CTE,Kalilangan,maria.castillo9270@buksu.edu.ph,Hybrid,Angela S. Bautista,1,1,0,1,4,2nd - 2nd Semester,1.94,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2302004756,"Ocampo, Joy Garcia",BSDAT-EMC / 3rd Year,F,Dangcagan,joy.ocampo9366@buksu.edu.ph,Face to face,Maria G. Ramos,1,1,0,0,3,2nd - 2nd Semester,2.11,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2202014399,"Salazar, Patricia Reyes",BSCS / 2nd Year,CITC,Talakag,patricia.salazar4331@gmail.com,Online,Grace B. Lopez,1,1,1,1,6,2nd - 1st Semester,3.05,4,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
2202010124,"Gonzales, Kristine Joy",BSPsych / 1st Year,CAS,Main,kristine.gonzales7701@yahoo.com,Hybrid,Grace B. Lopez,1,1,1,1,7,1st - 1st Semester,2.83,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2201005484,"Cabrera, Janelle Miguel",BSIT / 1st Year,CITC,Baungon,janelle.cabrera17@gmail.com,Regular,Grace B. Lopez,0,1,0,0,5,1st - 1st Semester,1.91,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2401013924,"Rivera, Janelle Jose",BSBA-FM / 1st Year,CBAA,Cabanglasan,janelle.rivera9298@buksu.edu.ph,Online,Paolo D. Torres,1,1,0,1,7,1st - 1st Semester,2.32,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2202010284,"Torres, Rhea Paolo",BSCS / 2nd Year,CITC,Main,rhea.torres5898@buksu.edu.ph,Hybrid,Grace B. Lopez,0,1,0,1,6,2nd - 1st Semester,2.34,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2501009403,"Reyes, Grace Garcia",BPA / 2nd Year,COA,Kibawe,grace.reyes7280@yahoo.com,Regular,Jose A. Flores,0,1,0,0,4,2nd - 1st Semester,1.98,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2201014370,"Padilla, Carlo Lyn",BSBA-FM / 3rd Year,CBAA,Kibawe,carlo.padilla6375@buksu.edu.ph,Regular,John P. Navarro,0,1,0,0,5,2nd - 2nd Semester,2.49,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2201009758,"Ocampo, Kenneth Anne",BSPsych / 4th Year,CAS,Main,kenneth.ocampo9638@buksu.edu.ph,Regular,Rhea L. Aquino,1,1,1,1,5,3rd - 2nd Semester,3.05,3,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
2301004724,"Garcia, Nathan Ramos",BSDAT-EMC / 2nd Year,F,Main,nathan.garcia515@gmail.com,Online,Paolo D. Torres,0,1,0,0,2,2nd - 1st Semester,2,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0
2302013854,"Ramos, Joseph Mae",BSEd-Math / 4th Year,CTE,Impasug-ong,joseph.ramos8971@buksu.edu.ph,Hybrid,Mark T. Villanueva,0,0,1,0,1,4th - 1st Semester,1.61,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2501004708,"Ramos, Daniel Anne",BPA / 2nd Year,COA,San Fernando,daniel.ramos3009@buksu.edu.ph,Hybrid,Richard B. Salazar,1,1,1,1,7,2nd - 1st Semester,3.03,3,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
2401008677,"Rosales, Juan Marie",BSIS / 1st Year,CITC,Main,juan.rosales3604@gmail.com,Regular,Raul Lecaros,0,1,0,0,4,1st - 1st Semester,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2302010591,"Santos, Bianca Louise",BSA / 2nd Year,CBAA,Kibawe,bianca.santos405@gmail.com,Face to face,Grace B. Lopez,0,1,1,0,5,1st - 2nd Semester,2.52,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2302006273,"Aquino, Adrian Kate",BEEd / 2nd Year,CTE,Baungon,adrian.aquino9643@gmail.com,Regular,Nina V. Mendoza,0,1,0,0,4,2nd - 1st Semester,2.27,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2501005406,"Torres, Adrian Marie",BSEntrep / 1st Year,CBAA,Main,adrian.torres9031@buksu.edu.ph,Face to face,John P. Navarro,1,1,0,0,3,1st - 1st Semester,2.43,3,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2402004745,"Aquino, Mark Miguel",BSIT / 2nd Year,CITC,Kitaotao,mark.aquino2446@buksu.edu.ph,Face to face,Mark T. Villanueva,1,0,0,0,4,1st - 2nd Semester,2.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2202005696,"Pascual, Joseph Louise",BSCS / 2nd Year,CITC,San Fernando,joseph.pascual1213@buksu.edu.ph,Online,Rhea L. Aquino,1,1,1,1,6,1st - 2nd Semester,2.65,3,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2401005449,"Rosales, Diana Garcia",BEEd / 4th Year,CTE,Kibawe,diana.rosales6444@buksu.edu.ph,Regular,Grace B. Lopez,1,1,0,0,5,4th - 1st Semester,2.1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2202011967,"Ramos, Carlo Louise",BSMath / 2nd Year,CAS,Talakag,carlo.ramos1450@buksu.edu.ph,Face to face,Leah C. Dizon,1,1,0,0,5,2nd - 1st Semester,1.81,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2501005922,"Aquino, Kristine Faith",BPA / 4th Year,COA,San Fernando,kristine.aquino4616@yahoo.com,Returnee,John P. Navarro,1,1,1,1,8,4th - 1st Semester,3.04,3,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
2302009957,"Cabrera, Diana Ramos",BSA / 3rd Year,CBAA,Impasug-ong,diana.cabrera5497@yahoo.com,Online,Leah C. Dizon,0,0,1,0,2,3rd - 1st Semester,1.65,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2202011076,"Salazar, Kenneth Mae",BSEd-English / 2nd Year,CTE,Talakag,kenneth.salazar2978@buksu.edu.ph,Transferee,Raul Lecaros,0,1,0,0,5,2nd - 1st Semester,2.37,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2202012041,"Rosales, Paul Paolo",BSDAT-EMC / 1st Year,F,Cabanglasan,paul.rosales1999@buksu.edu.ph,Hybrid,Carla M. Reyes,0,0,0,0,2,1st - 1st Semester,1.97,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2501004954,"Valencia, Patricia Rae",BSMath / 1st Year,CAS,Kibawe,patricia.valencia7422@buksu.edu.ph,Online,Angela S. Bautista,0,1,0,0,4,1st - 1st Semester,1.74,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2202009780,"Garcia, Kaye Anne",BSEd-Math / 1st Year,CTE,Main,kaye.garcia9399@gmail.com,Face to face,Grace B. Lopez,1,1,1,1,6,1st - 1st Semester,2.66,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2501008574,"Flores, Grace Rae",BEEd / 4th Year,CTE,San Fernando,grace.flores3494@yahoo.com,Face to face,John P. Navarro,0,1,0,0,1,3rd - 2nd Semester,1.56,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2401007613,"Padilla, Trisha Santos",BSIS / 3rd Year,CITC,Talakag,trisha.padilla3276@buksu.edu.ph,Face to face,Nina V. Mendoza,0,0,0,0,2,3rd - 1st Semester,1.51,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2202006922,"Mendoza, Rafael Jose",BSMath / 4th Year,CAS,Impasug-ong,rafael.mendoza8329@buksu.edu.ph,Face to face,Rhea L. Aquino,0,0,0,0,1,3rd - 2nd Semester,1.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2201006424,"Soriano, Jerome Claire",BSEntrep / 2nd Year,CBAA,Talakag,jerome.soriano104@buksu.edu.ph,Face to face,Patrick M. Rosales,0,1,0,0,5,2nd - 1st Semester,2.16,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2401005737,"Santos, Joseph Paolo",BEEd / 1st Year,CTE,Dangcagan,joseph.santos4386@buksu.edu.ph,Regular,Grace B. Lopez,0,1,1,0,2,1st - 1st Semester,1.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202009584,"Castillo, Rafael Ramos",BSEd-Math / 4th Year,CTE,Cabanglasan,rafael.castillo7582@buksu.edu.ph,Regular,Jose A. Flores,1,1,1,1,7,4th - 1st Semester,2.75,3,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
2301008434,"Salazar, Joseph Paolo",BSBA-FM / 1st Year,CBAA,Baungon,joseph.salazar6263@buksu.edu.ph,Face to face,Paolo D. Torres,1,1,1,1,6,1st - 1st Semester,2.55,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2302009565,"Natividad, Janelle Paolo",BSEd-Math / 2nd Year,CTE,Main,janelle.natividad7338@buksu.edu.ph,Transferee,Grace B. Lopez,1,1,0,0,4,2nd - 1st Semester,2.17,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2202013877,"Aquino, Rhea Lyn",BSIT / 3rd Year,CITC,Baungon,rhea.aquino131@buksu.edu.ph,Face to face,John P. Navarro,0,1,0,0,5,3rd - 1st Semester,2.28,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2501005746,"Ramos, Trisha Rose",BSN / 3rd Year,CON,Main,trisha.ramos4235@buksu.edu.ph,Hybrid,Leah C. Dizon,0,1,0,0,4,2nd - 2nd Semester,2.05,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2202007135,"Salazar, Juan Beth",BSCrim / 1st Year,CCJE,Kitaotao,juan.salazar1887@gmail.com,Regular,Nina V. Mendoza,0,1,0,0,4,1st - 1st Semester,1.77,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2201006787,"Ocampo, Rafael Rae",BSCrim / 2nd Year,CCJE,Main,rafael.ocampo5837@buksu.edu.ph,Regular,Leah C. Dizon,1,1,1,1,5,2nd - 1st Semester,2.99,3,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
2201007907,"Valencia, Mae Anne",BSEd-Math / 1st Year,CTE,Cabanglasan,mae.valencia2224@buksu.edu.ph,Face to face,Richard B. Salazar,1,1,1,0,5,1st - 1st Semester,2.45,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2202006024,"Santos, Sheila Jane",BSCrim / 2nd Year,CCJE,Dangcagan,sheila.santos4950@buksu.edu.ph,Face to face,John P. Navarro,0,0,0,0,1,1st - 2nd Semester,1.39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2202007905,"Castillo, Joshua Mae",BSBio / 2nd Year,CAS,Kibawe,joshua.castillo1110@gmail.com,Face to face,Grace B. Lopez,1,1,1,1,6,1st - 2nd Semester,2.94,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2202005032,"Mercado, Jerome Jose",BSMath / 1st Year,CAS,Kalilangan,jerome.mercado7512@buksu.edu.ph,Returnee,Rhea L. Aquino,1,1,1,1,7,1st - 1st Semester,3.53,5,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
2501012361,"Navarro, Patricia Hope",BSIS / 3rd Year,CITC,Talakag,patricia.navarro2997@yahoo.com,Face to face,Carla M. Reyes,1,1,0,0,3,2nd - 2nd Semester,2.14,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2402007633,"Santos, Sophia Beth",BSPsych / 1st Year,CAS,Main,sophia.santos773@buksu.edu.ph,Hybrid,Paolo D. Torres,1,1,1,1,4,1st - 1st Semester,2.77,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
2402010375,"Aguilar, Angelo Lyn",BSIS / 2nd Year,CITC,Main,angelo.aguilar2329@yahoo.com,Transferee,Mark T. Villanueva,0,0,0,0,4,2nd - 1st Semester,2.18,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2401013057,"Salazar, Bianca Lopez",BPA / 1st Year,COA,Kibawe,bianca.salazar2724@buksu.edu.ph,Online,Angela S. Bautista,0,1,0,0,1,1st - 1st Semester,1.07,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301013855,"Santos, Juan Kate",BSEd-English / 2nd Year,CTE,Main,juan.santos9906@buksu.edu.ph,Regular,Rhea L. Aquino,1,1,0,1,7,1st - 2nd Semester,2.41,2,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
2201011632,"Soriano, Joy Lyn",BSA / 3rd Year,CBAA,Main,joy.soriano9032@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,1,1,5,2nd - 2nd Semester,2.98,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2402010666,"Navarro, Bryan Garcia",BSEntrep / 4th Year,CBAA,Main,bryan.navarro139@buksu.edu.ph,Regular,Paolo D. Torres,1,1,1,1,7,4th - 1st Semester,3.25,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2501011107,"Garcia, Andrea Rae",BSEd-Math / 3rd Year,CTE,Main,andrea.garcia2954@buksu.edu.ph,Face to face,Grace B. Lopez,1,1,1,1,5,3rd - 1st Semester,2.92,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2202011222,"Bautista, Sophia Jose",BSIS / 3rd Year,CITC,Kalilangan,sophia.bautista3264@buksu.edu.ph,Hybrid,Raul Lecaros,0,1,0,0,4,2nd - 2nd Semester,2.15,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2302007367,"Ramos, Mark Cruz",BSEd-Math / 1st Year,CTE,Kibawe,mark.ramos7146@yahoo.com,Transferee,John P. Navarro,1,1,0,0,5,1st - 1st Semester,2.48,2,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2401009560,"Aquino, Juan Grace",BSMath / 3rd Year,CAS,Malitbog,juan.aquino3296@yahoo.com,Regular,John P. Navarro,1,1,1,1,6,3rd - 1st Semester,2.91,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2501014104,"Rosales, Juan Miguel",BSIS / 4th Year,CITC,Talakag,juan.rosales4053@gmail.com,Regular,Nina V. Mendoza,0,1,0,1,5,4th - 1st Semester,2.26,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2501007368,"Mendoza, Sophia Rose",BPA / 2nd Year,COA,Main,sophia.mendoza8311@buksu.edu.ph,Transferee,John P. Navarro,0,1,0,0,4,2nd - 1st Semester,1.35,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2301012730,"Soriano, Janelle Mae",BSBA-FM / 2nd Year,CBAA,Main,janelle.soriano8341@buksu.edu.ph,Regular,Paolo D. Torres,1,1,1,1,6,2nd - 1st Semester,2.74,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2201009924,"Torres, Paul Joy",BSEd-English / 1st Year,CTE,Kibawe,paul.torres6500@buksu.edu.ph,Regular,Grace B. Lopez,0,1,0,0,2,1st - 1st Semester,1.87,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2201007020,"Reyes, Camille Mae",BSDAT-EMC / 1st Year,F,Cabanglasan,camille.reyes6396@gmail.com,Online,Rhea L. Aquino,0,1,1,1,5,1st - 1st Semester,2.74,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2402006512,"Rosales, Mae Kate",BSIT / 1st Year,CITC,Cabanglasan,mae.rosales3344@buksu.edu.ph,Transferee,Maria G. Ramos,0,0,0,0,2,1st - 1st Semester,1.32,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2501007495,"Pascual, Miguel Rose",BSDAT-EMC / 2nd Year,F,Main,miguel.pascual4832@buksu.edu.ph,Face to face,Nina V. Mendoza,1,1,1,1,6,1st - 2nd Semester,3.11,3,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2202014339,"Castillo, Juan Rae",BSEd-English / 1st Year,CTE,Main,juan.castillo1498@yahoo.com,Face to face,Mark T. Villanueva,0,0,0,0,2,1st - 1st Semester,1.54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301005953,"Rivera, Joy Joy",BSIT / 2nd Year,CITC,Cabanglasan,joy.rivera5952@buksu.edu.ph,Face to face,Nina V. Mendoza,0,1,0,0,2,1st - 2nd Semester,1.38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301008368,"Dela Cruz, Bianca Garcia",BSN / 1st Year,CON,Kalilangan,bianca.delacruz6903@buksu.edu.ph,Regular,Mark T. Villanueva,0,0,0,1,6,1st - 1st Semester,1.96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2301008288,"Garcia, Bianca Joy",BSIS / 2nd Year,CITC,Cabanglasan,bianca.garcia3081@buksu.edu.ph,Transferee,Nina V. Mendoza,1,1,1,1,7,1st - 2nd Semester,3.1,4,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
2402005185,"Pascual, Mark Garcia",BPA / 2nd Year,COA,Baungon,mark.pascual8705@yahoo.com,Regular,Angela S. Bautista,0,0,0,0,1,2nd - 1st Semester,1.31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2501013099,"Garcia, Adrian Rae",BSIT / 1st Year,CITC,Main,adrian.garcia9566@buksu.edu.ph,Hybrid,Angela S. Bautista,1,1,1,1,7,1st - 1st Semester,2.92,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2302012714,"Bautista, Adrian Claire",BSIS / 1st Year,CITC,Kitaotao,adrian.bautista487@buksu.edu.ph,Hybrid,Aileen C. Domingo,1,1,1,1,7,1st - 1st Semester,2.84,3,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2401005352,"Domingo, Patricia Marie",BSEd-Math / 4th Year,CTE,Baungon,patricia.domingo3622@gmail.com,Online,Angela S. Bautista,0,0,0,0,1,4th - 1st Semester,1.36,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301006570,"Reyes, Sean Kate",BSIT / 3rd Year,CITC,Main,sean.reyes8766@gmail.com,Transferee,Mark T. Villanueva,0,1,0,0,4,2nd - 2nd Semester,2.24,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2402010055,"Santos, Andrea Kate",BEEd / 3rd Year,CTE,Main,andrea.santos4036@buksu.edu.ph,Face to face,Jose A. Flores,0,1,0,0,3,2nd - 2nd Semester,2.03,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2301008671,"Santos, Mae Reyes",BSEd-English / 4th Year,CTE,Main,mae.santos6754@buksu.edu.ph,Transferee,Rhea L. Aquino,0,1,0,0,1,3rd - 2nd Semester,1.28,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301008833,"Bautista, Sheila Rose",BSN / 3rd Year,CON,Malitbog,sheila.bautista355@buksu.edu.ph,Regular,Raul Lecaros,0,0,0,0,4,3rd - 1st Semester,1.49,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2202012631,"Rosales, Christian Hope",BSBio / 1st Year,CAS,Dangcagan,christian.rosales9058@yahoo.com,Returnee,Aileen C. Domingo,0,1,0,1,6,1st - 1st Semester,2.1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2201008399,"Pascual, Angelo Mae",BSIS / 4th Year,CITC,Main,angelo.pascual8400@gmail.com,Transferee,Raul Lecaros,1,1,1,1,7,3rd - 2nd Semester,3.37,3,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
2402012695,"Aquino, Angel Ramos",BSPsych / 2nd Year,CAS,Dangcagan,angel.aquino3936@gmail.com,Regular,Raul Lecaros,1,1,1,0,5,1st - 2nd Semester,2.57,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2301004820,"Soriano, Rose Miguel",BSBio / 1st Year,CAS,Main,rose.soriano8743@gmail.com,Face to face,Leah C. Dizon,1,1,1,1,7,1st - 1st Semester,3.93,5,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1
2401010496,"Salazar, Bryan Garcia",BSDAT-EMC / 1st Year,F,Kibawe,bryan.salazar9911@buksu.edu.ph,Face to face,Nina V. Mendoza,1,1,0,1,3,1st - 1st Semester,2.4,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
2301009169,"Garcia, Angel Santos",BSPsych / 3rd Year,CAS,Dangcagan,angel.garcia1121@buksu.edu.ph,Face to face,Richard B. Salazar,1,1,1,0,5,2nd - 2nd Semester,2.63,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2401009043,"Padilla, Louise Cruz",BSEntrep / 4th Year,CBAA,Main,louise.padilla371@buksu.edu.ph,Face to face,Angela S. Bautista,0,0,0,0,2,3rd - 2nd Semester,1.22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2501011637,"Morales, Andrea Jose",BSEd-Math / 2nd Year,CTE,Baungon,andrea.morales8417@gmail.com,Face to face,Nina V. Mendoza,1,1,1,1,8,1st - 2nd Semester,3.66,5,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0
2302013955,"Aguilar, Noel Lopez",BSMath / 4th Year,CAS,Malitbog,noel.aguilar3776@buksu.edu.ph,Face to face,Jose A. Flores,1,1,1,1,7,3rd - 2nd Semester,3.23,5,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0
2501008165,"Dela Cruz, Mark Mae",BSEd-English / 1st Year,CTE,Main,mark.delacruz6608@buksu.edu.ph,Regular,Rhea L. Aquino,1,1,1,1,8,1st - 1st Semester,3.37,4,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
2402005330,"Padilla, Maria Garcia",BPA / 2nd Year,COA,Dangcagan,maria.padilla1347@yahoo.com,Transferee,Paolo D. Torres,1,1,0,0,3,2nd - 1st Semester,2.16,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
