Student_No,Name,Midterm_CS_Equivalent,Midterm_LAB_Equivalent,Midterm_MO_Equivalent,Midterm_Grade,Finalterm_CS_Equivalent,Finalterm_LAB_Equivalent,Finalterm_MO_Equivalent,Finalterm_Grade,Midterm_Weighted_Component,Finalterm_Weighted_Component,Final_Grade,Remarks,Midterm_CS_Raw_Short_Film_Proposal,Midterm_LAB_Raw_Storyboard,Midterm_MO_Raw_Long_Quiz_50pts,Midterm_CS_Max,Midterm_LAB_Max,Midterm_MO_Max,Finalterm_PPR1_Raw_5pts,Finalterm_PPR2_Raw_5pts,Finalterm_PPR3_Raw_5pts,Finalterm_PPR4_Raw_5pts,Finalterm_PPR5_Raw_5pts,Finalterm_PPR_Max_Each
2314057666,"Mendoza, Mark P.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,37,39,17.5,100,100,50,1.3,1.2,1.15,1.3,1.2,5
2344836851,"Villanueva, Joshua I.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,80,82,40,100,100,50,4.25,4.2,4.2,4.1,4.15,5
2379095300,"Dela Cerna, Jade G.",1,1,1,1.00,1,1,1,1.00,1,1,1.00,Passed,100,98,48.5,100,100,50,5,5,5,5,5,5
2325147824,"Castro, Ella E.",3.5,3.5,3.5,3.50,3.5,3.5,3.5,3.50,3.5,3.5,5.00,Failed,53,54,27.5,100,100,50,2.6,2.7,2.6,2.55,2.6,5
2331293833,"Delfin, Kim N.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,83,85,42.5,100,100,50,4,4,4.05,4.15,4.05,5
2395410204,"Aquino, Ella D.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,85,85,42,100,100,50,4,4,4.1,4.05,4,5
2258474349,"Mendoza, Lance N.",1.25,1.25,1.5,1.25,1.25,1.25,1.5,1.25,1.35,1.35,1.25,Passed,91,93,47.5,100,100,50,4.7,4.75,4.7,4.7,4.6,5
2349371767,"Gonzales, Miguel L.",1.25,1,1.25,1.25,1,1,1.25,1.00,1.175,1.1,1.00,Passed,97,96,48,100,100,50,5,4.95,5,4.85,4.95,5
2393571843,"Quimbo, Patrick D.",1,1,1,1.00,1.25,1,1,1.00,1,1.075,1.00,Passed,99,99,48.5,100,100,50,4.8,4.8,4.85,4.8,4.8,5
2268002447,"De Guzman, Johann E.",3.25,3,3.25,3.25,3.25,3.25,3.25,3.25,3.175,3.25,5.00,Failed,59,60,29.5,100,100,50,2.95,2.9,2.85,2.95,2.95,5
2374706378,"Lisondra, Jaymarc H.",1.5,1.25,1.5,1.50,1.5,1.25,1.5,1.50,1.425,1.425,1.50,Passed,92,93,46,100,100,50,4.6,4.75,4.55,4.55,4.75,5
2392545800,"Villanueva, Kevin I.",5,3.75,5,5.00,5,5,5,5.00,4.625,5,5.00,Failed,17,20,8.5,100,100,50,1.15,1.1,1.2,1.2,1.15,5
2384681546,"Maraon, Franz C.",1.5,1.5,1.5,1.50,1.5,1.25,1.5,1.50,1.5,1.425,1.50,Passed,92,92,46.5,100,100,50,4.55,4.65,4.6,4.7,4.65,5
2336436960,"Lisondra, Nathan J.",1.75,1.5,1.75,1.75,1.5,1.75,1.75,1.75,1.675,1.675,1.75,Passed,88,89,44,100,100,50,4.4,4.5,4.5,4.5,4.45,5
2335005829,"Mendoza, Pol L.",2,2,2,2.00,2,2,2,2.00,2,2,2.00,Passed,83,84,41,100,100,50,4.1,4.15,4.15,4.1,4.15,5
2390505463,"Cajes, Kim D.",2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.325,2.25,2.25,Passed,78,78,39,100,100,50,3.75,3.8,3.75,3.75,3.9,5
2202107490,"De Guzman, Jeter F.",2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.325,2.25,2.25,Passed,77,75,38.5,100,100,50,3.85,3.8,3.75,3.75,3.9,5
2289429865,"Reyes, Miky O.",1.25,1,1,1.00,1.25,1.25,1,1.25,1.075,1.15,1.00,Passed,98,96,48,100,100,50,4.85,4.8,4.8,4.9,4.8,5
2277486894,"Maraon, Elisabeth E.",1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.325,1.25,1.25,Passed,91,91,45.5,100,100,50,4.75,4.75,4.7,4.75,4.75,5
2342821842,"Garcia, Nathan G.",2.5,3,2.75,2.75,2.5,2.5,2.5,2.50,2.75,2.5,2.50,Passed,72,63,33,100,100,50,3.49,3.4,3.89,3.41,3.16,5
2222110726,"Uy, Elisabeth B.",2.25,2.75,2.5,2.50,2.25,2.5,2.5,2.50,2.5,2.425,2.50,Passed,77,67,36.5,100,100,50,4.14,3.28,4.23,3.47,3.77,5
2241476946,"Merina, Sean I.",2.25,2.25,1.5,2.00,2,2,2.25,2.00,1.95,2.1,2.00,Passed,79,78,43.5,100,100,50,3.96,3.58,3.89,4.4,4.24,5
2263073727,"Cruz, Miguel H.",2,2,2.25,2.00,2,2,1.5,1.75,2.1,1.8,2.00,Passed,80,84,37.6,100,100,50,4.53,4.12,4.09,4.42,3.94,5
2251404122,"De Guzman, Jade I.",3.5,3.25,3.5,3.50,3.5,3.25,3.25,3.25,3.425,3.325,5.00,Failed,52,58,26.6,100,100,50,2.72,2.78,2.97,3.22,2.37,5
2348348834,"Flores, Dean M.",2.75,3.25,3,3.00,3,3,3,3.00,3,3,3.00,Passed,65,55,30.9,100,100,50,3.4,3.07,3.19,3.06,3.14,5
2360739119,"Malana, Princess E.",1.25,1.25,1,1.25,1,1.25,1,1.00,1.15,1.075,1.00,Passed,92,95,50,100,100,50,4.73,4.71,4.76,5,4.29,5
2287648915,"Tan, Kyle N.",1.5,2,1.25,1.50,1.5,2,2,1.75,1.55,1.85,1.75,Passed,88,84,46.2,100,100,50,3.95,4.45,4.21,4.69,4.21,5
2237905418,"Flores, Kate E.",1.5,1,1.5,1.25,1.25,1.75,1.5,1.50,1.35,1.5,1.50,Passed,89,96,44.8,100,100,50,4.49,4.78,4.19,4.68,4.84,5
2387304718,"Valdez, Pol D.",2.25,1.5,1.75,1.75,2,2.25,2,2.00,1.825,2.075,2.00,Passed,77,87,42.9,100,100,50,3.75,3.9,3.65,4.37,4.04,5
2255891248,"Lisondra, John A.",3.25,3.5,3,3.25,3,3,3.25,3.00,3.225,3.1,5.00,Failed,55,50,32.4,100,100,50,3.18,2.97,3.42,3.11,2.74,5
2242682245,"Torres, Joshua K.",5,4,3.75,5.00,5,5,5,5.00,4.2,5,5.00,Failed,38,43,23.7,100,100,50,2.16,1.79,1.57,1.89,1.65,5
2259113310,"Mercado, Nathan C.",2.75,2.5,2.75,2.75,2.5,2.25,2.5,2.50,2.675,2.425,2.50,Passed,67,70,33.4,100,100,50,3.24,3.79,3.83,3.3,3.52,5
2295516556,"Cabuco, Nicole H.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,33,30,18.2,100,100,50,1.72,1.26,1.29,1.47,1.21,5
2346411242,"Dela Cruz, Kevin A.",1.75,1.5,2,1.75,2.5,2,2.25,2.25,1.775,2.25,2.00,Passed,85,89,40.8,100,100,50,3.99,3.88,4.22,4.14,3.75,5
2201323521,"Maraon, Sean F.",1.25,1.5,1.25,1.25,1.5,1.5,1.5,1.50,1.325,1.5,1.50,Passed,94,89,47.5,100,100,50,4.47,4.23,4.5,4.52,4.86,5
2307017469,"Lantinay, Khiara B.",2.75,3,3.25,3.00,3,3,3.25,3.00,3.025,3.1,3.00,Passed,68,62,27.8,100,100,50,2.98,2.97,2.73,3.04,2.93,5
2262060404,"Dela Cruz, Claire M.",1.5,2,2.25,2.00,2,2.25,2,2.00,1.95,2.075,2.00,Passed,87,83,39.6,100,100,50,3.7,3.78,4.02,4.08,3.82,5
2258478990,"Delfin, Lance N.",2.25,3.25,2.75,2.75,2.5,2.5,2.75,2.50,2.75,2.6,2.75,Passed,75,57,33.5,100,100,50,3.6,3.52,3.81,3.83,2.82,5
2268303111,"Flores, Kevin C.",3.75,3.75,3.25,5.00,3.5,3.5,3.5,3.50,3.55,3.5,5.00,Failed,47,48,28,100,100,50,2.72,2.6,2.23,2.97,2.89,5
2249900807,"Quimbo, Jaymarc D.",1,1,1,1.00,1.25,1.25,1,1.25,1,1.15,1.00,Passed,100,100,49.1,100,100,50,4.98,4.45,4.94,4.61,4.76,5
2327203262,"Maraon, Dean M.",1.5,2.25,1.75,1.75,2.25,2.25,2.25,2.25,1.825,2.25,2.00,Passed,89,77,42.6,100,100,50,3.77,4.07,4.1,4.13,4.03,5
2277683182,"Tan, Juvel E.",3,2.5,3.25,3.00,2.75,2.5,2.5,2.50,2.95,2.575,2.75,Passed,63,74,28.6,100,100,50,3.4,3.41,3.87,3.8,3.18,5
2246642806,"Gumapac, Miky D.",2,1.75,2,2.00,1.75,2,1.75,1.75,1.925,1.825,1.75,Passed,81,85,41.3,100,100,50,4.32,4.37,4.26,4.34,4.67,5
2320692153,"Aquino, Christian E.",2.75,2.5,2.5,2.50,2.75,2.5,2.75,2.75,2.575,2.675,2.50,Passed,66,73,37.2,100,100,50,3.29,3.6,3.33,3.63,3.32,5
2260721939,"Aquino, Claire P.",3.75,3.25,3.5,3.50,3.5,3.75,3.5,5.00,3.5,3.575,5.00,Failed,47,56,25.6,100,100,50,2.28,2.66,2.52,2.96,2.48,5
2383491404,"Rivera, James O.",2.75,3.25,3.25,3.00,3,3.25,3,3.00,3.1,3.075,3.00,Passed,66,58,29.5,100,100,50,2.89,2.95,3.1,3.01,2.88,5
2291663304,"Magante, John J.",5,3.75,4,5.00,3.5,3.5,3.75,5.00,4.225,3.6,5.00,Failed,39,46,21.4,100,100,50,2.46,1.78,2.38,2.6,2.27,5
2301353534,"Delfin, Mark H.",4,3.75,5,5.00,4,5,5,5.00,4.325,4.7,5.00,Failed,42,46,19.6,100,100,50,2.15,1.84,1.71,2.28,1.79,5
2319605626,"Rubio, Jessa E.",2.75,2,1.5,2.00,2,1.5,1.75,1.75,2.025,1.75,2.00,Passed,68,83,44.9,100,100,50,4.17,3.93,4.49,4.02,4.35,5
2264301084,"Maraon, Donna J.",3.25,3.5,3.75,5.00,3.25,3.5,3.25,3.25,3.525,3.325,5.00,Failed,58,51,24.4,100,100,50,2.53,2.74,3.36,2.95,2.91,5
2292958195,"Mendoza, Renz C.",2.5,1.75,1.5,1.75,2,2.25,2,2.00,1.875,2.075,2.00,Passed,74,86,43.8,100,100,50,3.82,4.09,4.52,4.33,4.17,5
2243705994,"Publico, Elisabeth J.",2.75,2.75,3,2.75,3.25,3,3,3.00,2.85,3.075,3.00,Passed,68,66,30.3,100,100,50,3.23,2.85,2.98,3.41,3.4,5
2211864986,"Publico, Meljon L.",2,2,2.25,2.00,2.5,2,2.25,2.25,2.1,2.25,2.25,Passed,81,81,39.2,100,100,50,4.08,3.96,3.55,4.13,3.73,5
2324196303,"De Guzman, Pia D.",1,1.25,2,1.50,1.5,1.5,1.25,1.50,1.475,1.4,1.50,Passed,99,91,42.1,100,100,50,4.38,4.7,4.54,4.49,4.94,5
2225307125,"Flores, Jaymarc F.",2,2.25,2,2.00,2.25,2,2,2.00,2.075,2.075,2.00,Passed,81,77,40.8,100,100,50,3.94,3.65,4.16,3.62,3.94,5
2369551106,"Maraon, EJ E.",1.75,2.5,2,2.00,2,1.75,2,2.00,2.075,1.925,2.00,Passed,86,73,40.6,100,100,50,4.26,3.85,4.36,4.11,3.83,5
2267666489,"Lisondra, Princess E.",3.5,3.25,3.25,3.25,3.75,3.75,3.5,5.00,3.325,3.65,5.00,Failed,50,55,29.4,100,100,50,2.18,2.51,2.21,2.82,2.48,5
2214470226,"Dela Cerna, James D.",2,2,2,2.00,2,2.25,2.5,2.25,2,2.275,2.25,Passed,80,81,40.4,100,100,50,3.54,3.77,3.84,3.78,4.28,5
2374874390,"Gumapac, Miguel C.",3,2.5,3.25,3.00,3.5,3,3.25,3.25,2.95,3.25,3.00,Passed,62,70,27.9,100,100,50,3.07,2.64,3.42,2.86,3.15,5
2325011689,"Valdez, Angela E.",2.25,2.5,2.25,2.25,2.5,2.25,2.25,2.25,2.325,2.325,2.25,Passed,79,74,38.4,100,100,50,3.35,4.06,3.73,3.88,4.11,5
2265414091,"Delfin, Sean L.",3,3.75,3.25,3.25,3.25,3.25,3.75,3.50,3.325,3.45,5.00,Failed,62,47,28.7,100,100,50,2.92,2.46,2.6,2.54,2.62,5
2298174174,"Merina, Jaymarc M.",1,1,1.25,1.00,1,1.25,1.5,1.25,1.1,1.275,1.25,Passed,99,98,47.9,100,100,50,5,4.72,4.61,4.09,4.69,5
2398601437,"Rubio, Jessa I.",2,2.5,2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.325,2.25,Passed,83,74,38.5,100,100,50,3.38,3.89,3.5,3.8,3.9,5
2248661958,"Soriano, Kyle D.",3,3.25,3.25,3.25,3.75,3.25,3.5,3.50,3.175,3.5,5.00,Failed,63,56,29.1,100,100,50,2.74,2.79,2.19,2.8,2.67,5
2385747743,"Dela Cerna, Pia M.",3,3.75,3.25,3.25,3.75,3.5,3.75,5.00,3.325,3.675,5.00,Failed,63,48,29,100,100,50,2.73,2.6,2.37,2.77,2.54,5
2354062999,"Nuer, Kim G.",3.5,3.75,3.25,3.50,4,3,3.5,3.50,3.475,3.5,5.00,Failed,50,48,27.5,100,100,50,2.38,2.65,2.76,2.45,2.47,5
2216611326,"Bautista, Mary M.",3,2.75,2.25,2.50,2.75,2.75,2.75,2.75,2.625,2.75,2.75,Passed,62,66,39,100,100,50,3.29,3.06,3.06,3.56,3.45,5
2341397316,"Ramos, Natalie D.",3.25,3,3.25,3.25,3.25,3.5,3,3.25,3.175,3.225,5.00,Failed,59,64,27.8,100,100,50,2.63,2.8,2.93,3.02,2.97,5
2336169615,"Tilanduca, Claire F.",2,2.5,2.5,2.25,2,2.25,2.5,2.25,2.35,2.275,2.25,Passed,83,72,35.1,100,100,50,3.5,3.85,4.18,3.98,4.11,5
2273806082,"Torres, Kyle D.",3.25,2.5,3.5,3.00,3.5,3.25,3.25,3.25,3.125,3.325,5.00,Failed,56,72,27.4,100,100,50,2.95,3.53,2.88,2.56,3.11,5
2228094003,"Dela Cerna, Mary G.",2,2.25,2,2.00,1.75,2.25,2,2.00,2.075,2,2.00,Passed,84,77,40.7,100,100,50,3.79,4.02,4.35,3.77,4.32,5
2204418243,"Magante, Khiara B.",3.75,3.5,3.5,5.00,3,3,3,3.00,3.575,3,5.00,Failed,46,50,26,100,100,50,2.88,3.14,3.17,3.12,3.05,5
2389620710,"Cruz, Paul L.",1.5,1.25,2,1.50,2,1.75,2.5,2.00,1.625,2.125,1.75,Passed,88,93,42.3,100,100,50,4.09,4.33,4.17,3.66,4.17,5
2251113051,"Lintawahan, Thomas C.",3.75,3.25,3.5,3.50,3.25,3.5,3,3.25,3.5,3.225,5.00,Failed,46,57,26,100,100,50,2.73,3.05,3.06,2.82,2.75,5
2253999753,"Garcia, Trisha K.",2.5,2.25,2.75,2.50,2,2,2,2.00,2.525,2,2.25,Passed,73,75,34.9,100,100,50,4.25,4.28,3.98,3.75,4.1,5
2202703236,"Aquino, Princess C.",3,3.25,3.25,3.25,3.5,3.25,3.25,3.25,3.175,3.325,5.00,Failed,60,57,27.5,100,100,50,2.98,2.61,3.08,2.53,2.91,5
2303455440,"Rivera, Claire L.",3.25,3.5,3.5,3.50,3.5,3.75,3.5,5.00,3.425,3.575,5.00,Failed,55,54,25,100,100,50,2.64,2.58,2.33,2.4,2.65,5
2352227781,"Tilanduca, Juvel B.",1,1,1,1.00,1,1.25,1.25,1.25,1,1.175,1.00,Passed,100,98,50,100,100,50,4.67,4.71,4.62,4.79,4.96,5
2268407153,"Mercado, Mark P.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,32,14,13.3,100,100,50,1.39,0.83,1.48,1.6,1.52,5
2364539884,"Bautista, Rica F.",4,5,5,5.00,4,5,4,5.00,4.7,4.3,5.00,Failed,43,36,19.5,100,100,50,2.08,1.96,1.69,2.25,1.7,5
2389506366,"Publico, Patrick H.",2.75,2.5,2.5,2.50,3,2.75,3.25,3.00,2.575,3.025,2.75,Passed,65,71,35.8,100,100,50,3.03,3.07,2.99,3.22,3.06,5
2244579195,"Flores, Jaira E.",5,5,4,5.00,5,4,5,5.00,4.6,4.7,5.00,Failed,37,36,21.9,100,100,50,1.96,2.15,2.01,1.94,2.43,5
2237768705,"Gonzales, Dean L.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,34,39,17.3,100,100,50,2.03,1.82,2.28,1.92,1.85,5
2374510725,"Valdez, Angela I.",3.75,3.75,3.5,5.00,3.5,3.75,4,5.00,3.65,3.775,5.00,Failed,49,49,25.2,100,100,50,2.46,2.37,2.61,2.49,2.4,5
2319032082,"Villanueva, John P.",2.75,3.25,2.75,3.00,2.75,3,2.75,2.75,2.9,2.825,2.75,Passed,67,56,33.7,100,100,50,3.45,2.94,3.39,2.95,3.42,5
2287506934,"Rubio, Nathan D.",2.75,2.25,2.5,2.50,3,2.75,2.5,2.75,2.5,2.725,2.50,Passed,68,79,37.3,100,100,50,3.41,3.44,3.41,3.75,3.09,5
2370630214,"Halinon, James G.",3,2.75,3,3.00,2.75,2.75,3,2.75,2.925,2.85,3.00,Passed,64,65,31,100,100,50,3.24,3.16,2.86,3.45,3.3,5
2241887146,"Lisondra, Kate A.",2,2,2,2.00,2,2.25,2,2.00,2,2.075,2.00,Passed,83,80,40.3,100,100,50,4.16,4.47,3.8,3.62,4.11,5
2230973452,"Malana, Pia F.",1,1,1,1.00,1.5,1,1.5,1.25,1,1.35,1.25,Passed,100,96,50,100,100,50,4.66,5,5,4.81,4.21,5
2276965211,"Cabuco, Kyle P.",2.75,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.825,2.75,Passed,68,66,34.7,100,100,50,3.22,3.38,3.33,3.21,3.1,5
2339306208,"Villanueva, Daniel A.",2,1.5,1.25,1.50,2,2,1.5,1.75,1.55,1.8,1.75,Passed,80,90,46.6,100,100,50,4.37,4,4.67,4.26,4.42,5
2314685224,"Bautista, Meljon O.",4,5,5,5.00,5,5,5,5.00,4.7,5,5.00,Failed,40,36,16.9,100,100,50,1.84,1.66,1.82,1.43,1.82,5
2384137293,"Lopez, Faith G.",1.25,1.5,1.25,1.25,1,1,1,1.00,1.325,1,1.25,Passed,92,90,47.7,100,100,50,5,4.83,4.68,5,5,5
2233827029,"Abad, Renz M.",3,3.25,3,3.00,3.25,3.25,2.75,3.00,3.075,3.05,3.00,Passed,60,57,31.5,100,100,50,3.09,3,3.03,3.22,2.8,5
2302037265,"Lantinay, Princess K.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,31,37,14.4,100,100,50,1.81,1.62,1.98,1.86,1.78,5
2208752822,"Salazar, Jade D.",4,4,3.5,5.00,4,4,5,5.00,3.8,4.4,5.00,Failed,44,42,27.3,100,100,50,2.28,1.83,2.62,2.04,2.34,5
2364868461,"Gonzales, Lance C.",2.75,3.25,2.75,3.00,2.75,2.75,2.75,2.75,2.9,2.75,2.75,Passed,66,59,33.4,100,100,50,3.2,3.34,3.23,3.4,3.07,5
2347294138,"De Guzman, Sean F.",3.25,2.75,2.75,3.00,3,3,2.75,3.00,2.9,2.9,3.00,Passed,56,65,32.5,100,100,50,3.33,3.38,2.61,3.21,2.8,5
2393642235,"Garcia, Kate H.",3.25,2.5,3.25,3.00,3.25,3.5,3,3.25,3.025,3.225,3.00,Passed,56,71,27.9,100,100,50,3.07,3.15,3.02,2.85,2.76,5
2373963196,"Delfin, Angela J.",2.25,2.5,3.25,2.75,3,2.75,2.75,2.75,2.725,2.825,2.75,Passed,78,72,29.8,100,100,50,3.3,3.4,3.56,3.26,3.14,5
2295753872,"Valdez, Daniel K.",2,1.75,1.25,1.50,1.5,1.5,1.25,1.50,1.625,1.4,1.50,Passed,83,86,47.5,100,100,50,4.53,4.5,4.37,4.69,4.86,5
2301040749,"Reyes, Ian O.",2.75,2,2,2.25,2.25,2,2.25,2.25,2.225,2.175,2.25,Passed,69,84,40.3,100,100,50,4.02,4.04,3.79,3.67,3.99,5
2266768101,"Torres, Rica F.",2,2,1.25,1.75,2,2,2,2.00,1.7,2,1.75,Passed,84,80,46.1,100,100,50,4.11,4.07,4.15,3.59,4.03,5
2381349195,"Aquino, Johann G.",1.75,1.5,1.5,1.50,1,1,1,1.00,1.575,1,1.25,Passed,86,89,43.6,100,100,50,4.94,4.69,4.79,4.77,4.87,5
2374953281,"Malana, Carlo C.",2.5,2.5,2.5,2.50,2.75,2.5,2.5,2.50,2.5,2.575,2.50,Passed,72,72,37.2,100,100,50,3.36,3.36,3.17,3.55,3.76,5
2322145858,"De Guzman, John D.",3.5,3.25,3.75,5.00,3.5,3.75,3.5,5.00,3.525,3.575,5.00,Failed,50,57,24,100,100,50,2.37,2.41,2.83,3.01,2.32,5
2350321856,"Dela Cruz, Nathan C.",2.5,2.5,3,2.75,2.5,2.5,2.75,2.50,2.7,2.6,2.75,Passed,70,74,32.3,100,100,50,3.52,3.78,4.01,3.6,3.88,5
2274349499,"Dela Cerna, Mark P.",3.75,3.75,3.5,5.00,3.5,3.5,3.5,3.50,3.65,3.5,5.00,Failed,46,46,25,100,100,50,2.75,1.92,2.66,2.19,2.76,5
2213624887,"Merina, John G.",3.5,4,3.75,5.00,3.75,4,4,5.00,3.75,3.925,5.00,Failed,51,43,23.2,100,100,50,2.55,2.36,2.24,2.05,1.85,5
2208209842,"De Guzman, Dean I.",2.25,2.75,2.5,2.50,2.75,2.5,2.75,2.75,2.5,2.675,2.50,Passed,75,69,37,100,100,50,4,3.1,3.43,3.52,3.39,5
2263225124,"Soriano, Elisabeth C.",2.75,2.5,2.5,2.50,2.25,2.5,2.25,2.25,2.575,2.325,2.50,Passed,66,71,36.1,100,100,50,3.44,4.09,3.48,3.64,4.34,5
2345335552,"Tilanduca, Kyle J.",1.5,2.25,2.5,2.00,2.25,2.25,2.25,2.25,2.125,2.25,2.25,Passed,87,78,37.4,100,100,50,3.65,4.43,3.94,3.84,4.05,5
2229411407,"Valdez, Carlo B.",3,3.25,3,3.00,2.75,3,3,3.00,3.075,2.925,3.00,Passed,60,59,31,100,100,50,2.81,3.37,3.04,3.24,3.39,5
2305722408,"Santos, Natalie G.",3,2.5,2.75,2.75,2.75,2.75,3,2.75,2.75,2.85,2.75,Passed,63,73,33.3,100,100,50,3.08,2.93,3.6,3.62,3.57,5
2213880776,"Torres, James I.",3.25,3.5,3.25,3.25,3.25,3.25,3.25,3.25,3.325,3.25,5.00,Failed,57,53,28.8,100,100,50,3.1,2.62,2.65,2.64,3.03,5
2296498286,"Cabuco, Jessa B.",3,2.75,2.5,2.75,2.25,2.25,2.5,2.25,2.725,2.35,2.50,Passed,64,68,35.1,100,100,50,3.64,3.62,3.73,3.56,3.97,5
2399499006,"Tan, Rogelio N.",3.5,3,4,5.00,3.25,3.25,3.5,3.25,3.55,3.35,5.00,Failed,53,60,22.1,100,100,50,3.26,2.76,2.75,2.8,2.73,5
2304507062,"Lisondra, Ian N.",3,3.25,3.5,3.25,3.25,2.75,3,3.00,3.275,3,3.25,Passed,62,58,26.2,100,100,50,3.41,2.97,2.89,3.16,3.19,5
2291367572,"Ramos, Mary C.",3.75,3.75,3.5,5.00,3.75,4,3.75,5.00,3.65,3.825,5.00,Failed,49,46,26.1,100,100,50,2.32,2.21,2.44,2.49,2.78,5
2399618043,"Gonzales, Winchel N.",3,2.75,3.25,3.00,3,3,3.25,3.00,3.025,3.1,3.00,Passed,60,68,28.5,100,100,50,3.18,2.88,3.12,2.94,3.21,5
2288774005,"Flores, Natalie E.",3.5,3.5,3.5,3.50,3.5,3.5,3.75,5.00,3.5,3.6,5.00,Failed,52,53,27.3,100,100,50,2.57,2.68,1.97,2.62,2.61,5
2389293183,"Delfin, Christian N.",3,3,2.75,3.00,3.5,3.25,3.5,3.50,2.9,3.425,5.00,Failed,60,62,33,100,100,50,2.41,3.27,2.22,2.59,2.94,5
2223013864,"Halinon, Mary J.",1.25,1.5,1.25,1.25,1.75,1.25,2,1.75,1.325,1.7,1.50,Passed,94,90,46,100,100,50,4.81,4.65,4.17,4.03,4.7,5
2378272106,"Gonzales, Miguel G.",2.5,2.5,2.25,2.50,2.5,2.75,2.5,2.50,2.4,2.575,2.50,Passed,73,72,39.1,100,100,50,3.53,3.66,3.72,3.58,3.95,5
2307738286,"Maraon, Winchel E.",2.25,3.25,2.25,2.50,2.75,2.25,2.5,2.50,2.55,2.5,2.50,Passed,76,59,39.1,100,100,50,3.46,3.57,3.42,3.74,3.7,5
2297269631,"Dela Cruz, Justine B.",2,1.75,2,2.00,1.75,1.5,2,1.75,1.925,1.775,1.75,Passed,82,86,41.4,100,100,50,4.26,4.18,4.21,3.67,4.16,5
2377384472,"Delfin, Natalie L.",2.75,2.75,2.75,2.75,2.75,2.5,3.25,2.75,2.75,2.875,2.75,Passed,66,66,34.1,100,100,50,3.49,3.67,3.32,3.33,3.35,5
2320881291,"Gumapac, Carlo J.",3.5,3.75,3.75,5.00,3.75,3.75,3.75,5.00,3.675,3.75,5.00,Failed,53,46,23.3,100,100,50,2.41,2.13,2.02,2.64,2.59,5
2363353704,"Tolentino, Joshua F.",1.25,1.5,1,1.25,1.25,1.25,1,1.25,1.225,1.15,1.25,Passed,95,88,48.2,100,100,50,4.8,5,4.59,5,4.93,5
2333658954,"Gonzales, Carlo D.",2.5,2.5,2.5,2.50,2.5,2.25,2.5,2.50,2.5,2.425,2.50,Passed,70,71,36.4,100,100,50,3.65,4.26,3.79,3.56,3.8,5
2332048494,"Tilanduca, Kyle E.",2,2.75,2.75,2.50,2.5,2.25,2.75,2.50,2.525,2.525,2.50,Passed,82,66,34.6,100,100,50,3.43,3.64,3.7,3.61,3.77,5
2285566939,"Neri, Justine A.",3,3.75,3.5,3.50,3.25,3,3.5,3.25,3.425,3.275,5.00,Failed,60,49,25.7,100,100,50,2.6,2.68,3.19,2.43,2.56,5
2285732731,"Santos, Pia P.",3.25,3.25,3.5,3.25,3.5,3.5,3.5,3.50,3.35,3.5,5.00,Failed,58,57,26.3,100,100,50,2.82,3.1,2.36,2.56,2.61,5
2273923004,"Maraon, Thomas G.",3.25,3.25,3.5,3.25,3.75,3.5,3.75,5.00,3.35,3.675,5.00,Failed,55,55,27,100,100,50,2.52,2.37,2.55,2.98,2.48,5
2319008841,"Bautista, Pol D.",2.5,2.5,2.25,2.50,2.5,3,2.5,2.75,2.4,2.65,2.50,Passed,70,70,37.9,100,100,50,3.44,3.71,3.76,3.49,3.3,5
2322814585,"Salazar, Mark E.",3,2.75,3.25,3.00,2.75,3,2.75,2.75,3.025,2.825,3.00,Passed,62,66,28.1,100,100,50,3.28,3.29,3.22,2.92,3.04,5
2375300857,"Garcia, Johann G.",3.5,3.5,3,3.25,3,2.75,2.75,2.75,3.3,2.825,3.00,Passed,54,52,30.8,100,100,50,3.26,3.46,3.25,3.39,3.15,5
2379882306,"Rubio, Sean L.",1.5,2.25,2.25,2.00,2,2,2.25,2.00,2.025,2.1,2.00,Passed,87,77,39.6,100,100,50,4.23,4.22,3.45,3.8,4.22,5
2305124554,"Dela Cruz, Juvel C.",4,3.5,4,5.00,3.75,3.75,3.75,5.00,3.85,3.75,5.00,Failed,43,53,21.2,100,100,50,2.71,2.42,2.09,2.27,2.44,5
2320845885,"Tan, Faith A.",2.75,2.75,2.25,2.50,2.25,2.25,2.5,2.25,2.55,2.35,2.50,Passed,65,65,39.4,100,100,50,3.2,3.66,4.03,3.64,3.94,5
2367610772,"Nuer, Gabriel F.",2.75,3,2.75,2.75,3.25,3,3,3.00,2.825,3.075,3.00,Passed,68,64,34.1,100,100,50,3.18,3.37,3.02,3.34,3.13,5
